,Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
32115,https://kawalpemilu.org#35600,"GLADAGSARI, AMPEL, BOYOLALI, JAWA TENGAH",1,191,57,248
48961,https://kawalpemilu.org#37012,"GEDONGAN, PLUPUH, SRAGEN, JAWA TENGAH",9,122,86,208
103138,https://kawalpemilu.org#41413,"LUWUNGRAGI, BULAKAMBA, BREBES, JAWA TENGAH",21,120,28,148
84501,https://kawalpemilu.org#40060,"WONOTUNGGAL, WONOTUNGGAL, BATANG, JAWA TENGAH",8,187,34,221
14988,https://kawalpemilu.org#33668,"WATUURIP, BAWANG, BANJARNEGARA, JAWA TENGAH",3,125,36,161
41599,https://kawalpemilu.org#36463,"MAKAMHAJI, KARTASURA, SUKOHARJO, JAWA TENGAH",23,123,114,237
84206,https://kawalpemilu.org#40034,"JATIREJO, NGAMPEL, KENDAL, JAWA TENGAH",5,146,23,169
9908,https://kawalpemilu.org#33261,"DUKUHWALUH, KEMBARAN, BANYUMAS, JAWA TENGAH",21,156,67,223
86357,https://kawalpemilu.org#40258,"PROYONANGGAN UTARA, BATANG, BATANG, JAWA TENGAH",11,106,98,204
108848,https://kawalpemilu.org#41651,"PLAMONGANSARI, PEDURUNGAN, KOTA SEMARANG, JAWA TENGAH",30,165,86,251
20431,https://kawalpemilu.org#34257,"REDISARI, ROWOKELE, KEBUMEN, JAWA TENGAH",5,110,45,155
105762,https://kawalpemilu.org#41535,"SUDIROPRAJAN, JEBRES, KOTA SURAKARTA, JAWA TENGAH",11,205,3,208
12743,https://kawalpemilu.org#33485,"BANJARSARI, BOBOTSARI, PURBALINGGA, JAWA TENGAH",9,125,51,176
92964,https://kawalpemilu.org#40789,"KENDALDOYONG, PETARUKAN, PEMALANG, JAWA TENGAH",17,138,9,147
4428,https://kawalpemilu.org#87472,"PABERASAN, SAMPANG, CILACAP, JAWA TENGAH",3,77,96,173
105311,https://kawalpemilu.org#41513,"KARANGASEM, LAWEYAN, KOTA SURAKARTA, JAWA TENGAH",6,193,62,255
74156,https://kawalpemilu.org#39081,"KARANGANYAR, KARANGANYAR, DEMAK, JAWA TENGAH",19,165,41,206
44267,https://kawalpemilu.org#36677,"GEDAWUNG, KISMANTORO, WONOGIRI, JAWA TENGAH",13,118,15,133
44135,https://kawalpemilu.org#36666,"JATIREJO, JATIROTO, WONOGIRI, JAWA TENGAH",16,115,8,123
111742,https://kawalpemilu.org#41770,"WATES, NGALIYAN, KOTA SEMARANG, JAWA TENGAH",5,143,50,193
88791,https://kawalpemilu.org#40532,"AMBOKEMBANG, KEDUNGWUNI, PEKALONGAN, JAWA TENGAH",9,149,77,226
15051,https://kawalpemilu.org#33674,"BAWANG, BAWANG, BANJARNEGARA, JAWA TENGAH",15,79,83,162
13514,https://kawalpemilu.org#33547,"GEMBONG, BOJONGSARI, PURBALINGGA, JAWA TENGAH",7,162,81,243
97794,https://kawalpemilu.org#41124,"MUNJUNGAGUNG, KRAMAT, TEGAL, JAWA TENGAH",6,201,35,236
17840,https://kawalpemilu.org#33958,"WETONWETAN, PURING, KEBUMEN, JAWA TENGAH",4,120,20,140
64833,https://kawalpemilu.org#38493,"GUNUNGWUNGKAL, GUNUNGWUNGKAL, PATI, JAWA TENGAH",17,141,20,161
57679,https://kawalpemilu.org#37623,"PALON, JEPON, BLORA, JAWA TENGAH",3,185,53,238
37099,https://kawalpemilu.org#36068,"LEMAHIRENG, PEDAN, KLATEN, JAWA TENGAH",4,144,16,160
25287,https://kawalpemilu.org#34956,"BANYUMUDAL, SAPURAN, WONOSOBO, JAWA TENGAH",8,168,17,185
5566,https://kawalpemilu.org#91447,"KUTAWARU, CILACAP TENGAH, CILACAP, JAWA TENGAH",35,135,17,152
110040,https://kawalpemilu.org#41697,"SENDANGMULYO, TEMBALANG, KOTA SEMARANG, JAWA TENGAH",68,186,68,254
31826,https://kawalpemilu.org#35572,"KALIJOSO, WINDUSARI, MAGELANG, JAWA TENGAH",1,117,102,219
39512,https://kawalpemilu.org#36308,"GENTAN, BULU, SUKOHARJO, JAWA TENGAH",4,156,34,190
70043,https://kawalpemilu.org#38808,"SROBYONG, MLONGGO, JEPARA, JAWA TENGAH",9,193,26,219
110327,https://kawalpemilu.org#41706,"SRONDOL WETAN, BANYUMANIK, KOTA SEMARANG, JAWA TENGAH",34,115,56,171
16551,https://kawalpemilu.org#33831,"PENUSUPAN, PEJAWARAN, BANJARNEGARA, JAWA TENGAH",2,108,87,195
1511,https://kawalpemilu.org#32824,"SIDAURIP, GANDRUNGMANGU, CILACAP, JAWA TENGAH",13,103,49,152
79401,https://kawalpemilu.org#39526,"KWARAKAN, KALORAN, TEMANGGUNG, JAWA TENGAH",1,144,34,178
52367,https://kawalpemilu.org#37247,"MOJOAGUNG, KARANGRAYUNG, GROBOGAN, JAWA TENGAH",19,159,43,202
17162,https://kawalpemilu.org#33894,"GUNUNGJATI, PAGEDONGAN, BANJARNEGARA, JAWA TENGAH",2,178,27,205
84914,https://kawalpemilu.org#40102,"BLADO, BLADO, BATANG, JAWA TENGAH",13,101,22,123
4261,https://kawalpemilu.org#87464,"DAYEUHLUHUR, DAYEUHLUHUR, CILACAP, JAWA TENGAH",4,65,144,209
95976,https://kawalpemilu.org#40995,"DEPOK, PANGKAH, TEGAL, JAWA TENGAH",1,102,87,189
91482,https://kawalpemilu.org#40727,"KREYO, RANDUDONGKAL, PEMALANG, JAWA TENGAH",2,120,63,183
60458,https://kawalpemilu.org#37996,"SENDANGAGUNG, KALIORI, REMBANG, JAWA TENGAH",1,127,37,164
60510,https://kawalpemilu.org#38003,"TAMBAKAGUNG, KALIORI, REMBANG, JAWA TENGAH",2,215,25,240
87018,https://kawalpemilu.org#40328,"LURAGUNG, KANDANGSERANG, PEKALONGAN, JAWA TENGAH",9,174,20,194
59289,https://kawalpemilu.org#37831,"LOGUNG, SUMBER, REMBANG, JAWA TENGAH",3,214,6,220
109374,https://kawalpemilu.org#41673,"JOMBLANG, CANDISARI, KOTA SEMARANG, JAWA TENGAH",57,159,78,237
20601,https://kawalpemilu.org#34270,"SELOKERTO, SEMPOR, KEBUMEN, JAWA TENGAH",6,162,71,233
18969,https://kawalpemilu.org#34107,"PEKUNDEN, KUTOWINANGUN, KEBUMEN, JAWA TENGAH",3,89,24,113
45199,https://kawalpemilu.org#36759,"JENDI, GIRIMARTO, WONOGIRI, JAWA TENGAH",3,172,22,194
28640,https://kawalpemilu.org#35285,"KETEP, SAWANGAN, MAGELANG, JAWA TENGAH",7,102,70,172
12200,https://kawalpemilu.org#33437,"KALIMANAH WETAN, KALIMANAH, PURBALINGGA, JAWA TENGAH",1,171,79,250
95438,https://kawalpemilu.org#40951,"YAMANSARI, LEBAKSIU, TEGAL, JAWA TENGAH",29,134,50,184
12108,https://kawalpemilu.org#33425,"PURBALINGGA LOR, PURBALINGGA, PURBALINGGA, JAWA TENGAH",4,115,131,246
80073,https://kawalpemilu.org#39600,"KERTOSARI, JUMO, TEMANGGUNG, JAWA TENGAH",7,167,23,4
24577,https://kawalpemilu.org#34888,"GUNTUR, BENER, PURWOREJO, JAWA TENGAH",7,129,9,138
96068,https://kawalpemilu.org#41001,"CURUG, PANGKAH, TEGAL, JAWA TENGAH",6,88,120,208
31170,https://kawalpemilu.org#35506,"SUGIHMAS, GRABAG, MAGELANG, JAWA TENGAH",12,117,17,134
20862,https://kawalpemilu.org#34289,"KEMUKUS, GOMBONG, KEBUMEN, JAWA TENGAH",5,118,41,159
32935,https://kawalpemilu.org#35665,"KRAGILAN, MOJOSONGO, BOYOLALI, JAWA TENGAH",10,207,62,269
9808,https://kawalpemilu.org#33254,"KRAMAT, KEMBARAN, BANYUMAS, JAWA TENGAH",2,95,81,176
35320,https://kawalpemilu.org#35896,"CEPORAN, GANTIWARNO, KLATEN, JAWA TENGAH",8,139,45,184
37803,https://kawalpemilu.org#36143,"SEGARAN, DELANGGU, KLATEN, JAWA TENGAH",6,122,25,147
49620,https://kawalpemilu.org#37052,"SAMBI, SAMBIREJO, SRAGEN, JAWA TENGAH",21,120,8,128
81186,https://kawalpemilu.org#39763,"PARAKANSEBARAN, PAGERUYUNG, KENDAL, JAWA TENGAH",4,122,28,150
15424,https://kawalpemilu.org#33708,"KALIBENDA, SIGALUH, BANJARNEGARA, JAWA TENGAH",5,160,19,179
21818,https://kawalpemilu.org#34409,"KALIREJO, GRABAG, PURWOREJO, JAWA TENGAH",3,88,30,118
29744,https://kawalpemilu.org#35349,"TEMPUREJO, TEMPURAN, MAGELANG, JAWA TENGAH",7,122,45,167
79100,https://kawalpemilu.org#39498,"PRINGSURAT, PRINGSURAT, TEMANGGUNG, JAWA TENGAH",4,241,6,247
80029,https://kawalpemilu.org#39593,"PETIREJO, NGADIREJO, TEMANGGUNG, JAWA TENGAH",4,152,52,204
109657,https://kawalpemilu.org#41687,"METESEH, TEMBALANG, KOTA SEMARANG, JAWA TENGAH",19,202,47,249
84156,https://kawalpemilu.org#40027,"CARUBAN, RINGINARUM, KENDAL, JAWA TENGAH",10,88,94,182
95078,https://kawalpemilu.org#40926,"SESEPAN, BALAPULANG, TEGAL, JAWA TENGAH",3,123,55,178
63586,https://kawalpemilu.org#38369,"WUWUR, GABUS, PATI, JAWA TENGAH",4,119,12,131
57058,https://kawalpemilu.org#37568,"TANJUNG, KEDUNGTUBAN, BLORA, JAWA TENGAH",5,110,60,170
42121,https://kawalpemilu.org#36507,"TUKULREJO, GIRIWOYO, WONOGIRI, JAWA TENGAH",9,137,15,152
50048,https://kawalpemilu.org#37078,"KEBONROMO, NGRAMPAL, SRAGEN, JAWA TENGAH",15,150,26,176
57867,https://kawalpemilu.org#37649,"TAMBAHREJO, BLORA, BLORA, JAWA TENGAH",1,153,87,240
34875,https://kawalpemilu.org#35848,"BENGLE, WONOSEGORO, BOYOLALI, JAWA TENGAH",9,208,0,208
55981,https://kawalpemilu.org#37477,"GUBUG, GUBUG, GROBOGAN, JAWA TENGAH",5,116,33,149
63397,https://kawalpemilu.org#38350,"PATI LOR, PATI, PATI, JAWA TENGAH",13,185,54,239
99642,https://kawalpemilu.org#41232,"RAGATUNJUNG, PAGUYANGAN, BREBES, JAWA TENGAH",6,182,49,231
11505,https://kawalpemilu.org#33370,"CIPAWON, BUKATEJA, PURBALINGGA, JAWA TENGAH",18,134,40,174
52192,https://kawalpemilu.org#37236,"SENDANGHARJO, KARANGRAYUNG, GROBOGAN, JAWA TENGAH",26,179,37,216
47318,https://kawalpemilu.org#36908,"DAGEN, JATEN, KARANGANYAR, JAWA TENGAH",13,127,61,188
63874,https://kawalpemilu.org#38402,"LANGENHARJO, MARGOREJO, PATI, JAWA TENGAH",4,166,17,183
18214,https://kawalpemilu.org#34002,"JATIMALANG, KLIRONG, KEBUMEN, JAWA TENGAH",7,106,62,168
30946,https://kawalpemilu.org#35484,"SUMURARUM, GRABAG, MAGELANG, JAWA TENGAH",4,180,23,203
333,https://kawalpemilu.org#32705,"JANGRANA, KESUGIHAN, CILACAP, JAWA TENGAH",8,184,20,204
19997,https://kawalpemilu.org#34193,"SRUWENG, SRUWENG, KEBUMEN, JAWA TENGAH",5,97,103,200
82660,https://kawalpemilu.org#39885,"PESAWAHAN, PEGANDON, KENDAL, JAWA TENGAH",6,115,28,143
101038,https://kawalpemilu.org#41306,"TANJUNGSARI, WANASARI, BREBES, JAWA TENGAH",8,120,63,183
110837,https://kawalpemilu.org#41731,"KRAPYAK, SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH",18,166,57,223
54627,https://kawalpemilu.org#37382,"KEMADOHBATUR, TAWANGHARJO, GROBOGAN, JAWA TENGAH",11,160,5,165
20309,https://kawalpemilu.org#34240,"KUWARASAN, KUWARASAN, KEBUMEN, JAWA TENGAH",6,127,21,148
10640,https://kawalpemilu.org#33316,"TELUK, PURWOKERTO SELATAN, BANYUMAS, JAWA TENGAH",17,172,54,226
32595,https://kawalpemilu.org#35646,"PULISEN, BOYOLALI, BOYOLALI, JAWA TENGAH",8,148,51,199
84473,https://kawalpemilu.org#40057,"GRINGGINGSARI, WONOTUNGGAL, BATANG, JAWA TENGAH",4,167,59,226
28948,https://kawalpemilu.org#35307,"PUCUNGREJO, MUNTILAN, MAGELANG, JAWA TENGAH",3,119,58,177
29108,https://kawalpemilu.org#35316,"RAMBEANAK, MUNGKID, MAGELANG, JAWA TENGAH",11,188,50,238
70665,https://kawalpemilu.org#38841,"PARANG, KARIMUN JAWA, JEPARA, JAWA TENGAH",3,129,16,145
46361,https://kawalpemilu.org#36850,"TAWANGMANGU, TAWANGMANGU, KARANGANYAR, JAWA TENGAH",26,170,12,182
15806,https://kawalpemilu.org#33758,"LINGGASARI, WANADADI, BANJARNEGARA, JAWA TENGAH",10,85,33,118
45088,https://kawalpemilu.org#36748,"SLOGORETNO, JATIPURNO, WONOGIRI, JAWA TENGAH",10,91,10,101
46342,https://kawalpemilu.org#36850,"TAWANGMANGU, TAWANGMANGU, KARANGANYAR, JAWA TENGAH",7,168,72,240
76085,https://kawalpemilu.org#39235,"SUKOREJO, SURUH, SEMARANG, JAWA TENGAH",12,154,26,180
34897,https://kawalpemilu.org#35850,"REPAKING, WONOSEGORO, BOYOLALI, JAWA TENGAH",8,200,19,219
85582,https://kawalpemilu.org#40182,"SIDOREJO, GRINGSING, BATANG, JAWA TENGAH",6,143,32,175
4439,https://kawalpemilu.org#87473,"KARANGASEM, SAMPANG, CILACAP, JAWA TENGAH",9,178,30,208
69427,https://kawalpemilu.org#38768,"DATAR, MAYONG, JEPARA, JAWA TENGAH",6,209,23,232
26517,https://kawalpemilu.org#35076,"KALIANGET, WONOSOBO, WONOSOBO, JAWA TENGAH",13,135,29,164
56610,https://kawalpemilu.org#37533,"GEMBYUNGAN, RANDUBLATUNG, BLORA, JAWA TENGAH",4,105,34,139
21976,https://kawalpemilu.org#34461,"SRUWOH, NGOMBOL, PURWOREJO, JAWA TENGAH",1,97,40,137
106840,https://kawalpemilu.org#41561,"SIDOREJO LOR, SIDOREJO, KOTA SALATIGA, JAWA TENGAH",38,125,36,161
65228,https://kawalpemilu.org#38532,"DOROREJO, TAYU, PATI, JAWA TENGAH",5,143,40,183
67211,https://kawalpemilu.org#38649,"GOLANTEPUS, MEJOBO, KUDUS, JAWA TENGAH",22,117,47,164
56904,https://kawalpemilu.org#37554,"SUMBER, KRADENAN, BLORA, JAWA TENGAH",6,142,61,203
22425,https://kawalpemilu.org#34563,"CANGKREP KIDUL, PURWOREJO, PURWOREJO, JAWA TENGAH",8,117,39,156
13879,https://kawalpemilu.org#33580,"BEDAGAS, PENGADEGAN, PURBALINGGA, JAWA TENGAH",4,125,54,179
2685,https://kawalpemilu.org#32881,"BOJA, MAJENANG, CILACAP, JAWA TENGAH",22,106,85,191
90668,https://kawalpemilu.org#40663,"BONGAS, WATUKUMPUL, PEMALANG, JAWA TENGAH",24,63,0,63
11384,https://kawalpemilu.org#33360,"KARANGTENGAH, KEMANGKON, PURBALINGGA, JAWA TENGAH",1,90,133,223
4180,https://kawalpemilu.org#84926,"BINGKENG, DAYEUHLUHUR, CILACAP, JAWA TENGAH",10,35,61,96
94855,https://kawalpemilu.org#40906,"PUCANGLUWUK, BOJONG, TEGAL, JAWA TENGAH",7,46,123,169
10048,https://kawalpemilu.org#33272,"KEBANGGAN, SUMBANG, BANYUMAS, JAWA TENGAH",6,115,46,161
96780,https://kawalpemilu.org#41047,"HARJOSARI KIDUL, ADIWERNA, TEGAL, JAWA TENGAH",18,184,43,227
60413,https://kawalpemilu.org#37989,"METESEH, KALIORI, REMBANG, JAWA TENGAH",10,182,18,200
16264,https://kawalpemilu.org#33794,"SAMPANG, KARANGKOBAR, BANJARNEGARA, JAWA TENGAH",3,168,39,207
57966,https://kawalpemilu.org#37656,"JEPANGREJO, BLORA, BLORA, JAWA TENGAH",12,169,29,198
86580,https://kawalpemilu.org#40281,"TEGALSARI, KANDEMAN, BATANG, JAWA TENGAH",3,181,55,236
49658,https://kawalpemilu.org#37055,"TEGALREJO, GONDANG, SRAGEN, JAWA TENGAH",11,130,23,153
61904,https://kawalpemilu.org#38167,"PESAGI, KAYEN, PATI, JAWA TENGAH",7,127,7,134
42088,https://kawalpemilu.org#36503,"NGANCAR, GIRIWOYO, WONOGIRI, JAWA TENGAH",5,47,156,203
34256,https://kawalpemilu.org#35786,"DOLOGAN, KARANGGEDE, BOYOLALI, JAWA TENGAH",4,173,49,222
19667,https://kawalpemilu.org#34164,"BANDUNG, KEBUMEN, KEBUMEN, JAWA TENGAH",10,96,34,130
10621,https://kawalpemilu.org#33315,"KARANGKLESEM, PURWOKERTO SELATAN, BANYUMAS, JAWA TENGAH",34,178,58,236
71045,https://kawalpemilu.org#38865,"NALUMSARI, NALUMSARI, JEPARA, JAWA TENGAH",9,114,39,153
73963,https://kawalpemilu.org#39065,"MLEKANG, GAJAH, DEMAK, JAWA TENGAH",3,113,72,185
64777,https://kawalpemilu.org#38486,"JEPALO, GUNUNGWUNGKAL, PATI, JAWA TENGAH",5,142,8,150
100184,https://kawalpemilu.org#41256,"LINGGAPURA, TONJONG, BREBES, JAWA TENGAH",19,53,73,126
13090,https://kawalpemilu.org#33518,"KALIJARAN, KARANGANYAR, PURBALINGGA, JAWA TENGAH",14,158,25,183
78571,https://kawalpemilu.org#39434,"SIDOMUKTI, BANDUNGAN, SEMARANG, JAWA TENGAH",10,208,39,247
56219,https://kawalpemilu.org#37498,"KEDUNGWUNGU, TEGOWANU, GROBOGAN, JAWA TENGAH",10,116,45,161
96924,https://kawalpemilu.org#41059,"TEGALWANGI, TALANG, TEGAL, JAWA TENGAH",1,129,70,199
60209,https://kawalpemilu.org#37957,"SEGOROMULYO, PAMOTAN, REMBANG, JAWA TENGAH",3,66,32,98
70197,https://kawalpemilu.org#38814,"KEPUK, BANGSRI, JEPARA, JAWA TENGAH",7,178,10,188
49583,https://kawalpemilu.org#37051,"DAWUNG, SAMBIREJO, SRAGEN, JAWA TENGAH",5,101,12,113
111053,https://kawalpemilu.org#41741,"KROBOKAN, SEMARANG BARAT, KOTA SEMARANG, JAWA TENGAH",19,133,37,170
10181,https://kawalpemilu.org#33282,"GANDATAPA, SUMBANG, BANYUMAS, JAWA TENGAH",14,213,25,238
54009,https://kawalpemilu.org#37347,"KALANGDOSARI, NGARINGAN, GROBOGAN, JAWA TENGAH",8,143,20,163
97601,https://kawalpemilu.org#41110,"MEJASEMBARAT, KRAMAT, TEGAL, JAWA TENGAH",16,107,119,226
17163,https://kawalpemilu.org#33894,"GUNUNGJATI, PAGEDONGAN, BANJARNEGARA, JAWA TENGAH",3,192,22,214
24256,https://kawalpemilu.org#34839,"SIDOLEREN, GEBANG, PURWOREJO, JAWA TENGAH",3,132,30,162
36943,https://kawalpemilu.org#36055,"TEMUWANGI, PEDAN, KLATEN, JAWA TENGAH",5,128,26,154
74425,https://kawalpemilu.org#39104,"MANGUNJIWAN, DEMAK, DEMAK, JAWA TENGAH",18,178,61,239
50994,https://kawalpemilu.org#37133,"KALORAN, GEMOLONG, SRAGEN, JAWA TENGAH",9,192,6,198
67700,https://kawalpemilu.org#38668,"GONDANGMANIS, BAE, KUDUS, JAWA TENGAH",2,120,46,166
71009,https://kawalpemilu.org#38862,"JATISARI, NALUMSARI, JEPARA, JAWA TENGAH",3,167,22,189
30636,https://kawalpemilu.org#35452,"KETUNDAN, PAKIS, MAGELANG, JAWA TENGAH",5,176,78,254
106729,https://kawalpemilu.org#41557,"BANYUANYAR, BANJARSARI, KOTA SURAKARTA, JAWA TENGAH",11,209,24,233
15787,https://kawalpemilu.org#33756,"KANDANGWANGI, WANADADI, BANJARNEGARA, JAWA TENGAH",11,162,47,209
34202,https://kawalpemilu.org#35780,"PENGKOL, KARANGGEDE, BOYOLALI, JAWA TENGAH",8,129,9,138
89831,https://kawalpemilu.org#40625,"MANDIRAJA, MOGA, PEMALANG, JAWA TENGAH",13,123,16,139
53039,https://kawalpemilu.org#37292,"BANGSRI, GEYER, GROBOGAN, JAWA TENGAH",7,182,19,201
42789,https://kawalpemilu.org#36571,"PANEKAN, EROMOKO, WONOGIRI, JAWA TENGAH",5,108,10,118
106425,https://kawalpemilu.org#41546,"NUSUKAN, BANJARSARI, KOTA SURAKARTA, JAWA TENGAH",50,119,35,154
109887,https://kawalpemilu.org#41695,"KEDUNGMUNDU, TEMBALANG, KOTA SEMARANG, JAWA TENGAH",7,154,54,208
94479,https://kawalpemilu.org#40879,"SOKASARI, BUMIJAWA, TEGAL, JAWA TENGAH",13,137,51,188
103034,https://kawalpemilu.org#41409,"GRINTING, BULAKAMBA, BREBES, JAWA TENGAH",52,125,23,148
76263,https://kawalpemilu.org#39247,"SUKOHARJO, PABELAN, SEMARANG, JAWA TENGAH",4,161,43,204
64568,https://kawalpemilu.org#38465,"KERTOMULYO, MARGOYOSO, PATI, JAWA TENGAH",5,153,25,178
28961,https://kawalpemilu.org#35307,"PUCUNGREJO, MUNTILAN, MAGELANG, JAWA TENGAH",16,177,46,223
107800,https://kawalpemilu.org#41610,"TANJUNG MAS, SEMARANG UTARA, KOTA SEMARANG, JAWA TENGAH",36,162,19,181
82759,https://kawalpemilu.org#39896,"SEDAYU, GEMUH, KENDAL, JAWA TENGAH",1,109,62,171
23724,https://kawalpemilu.org#34765,"KROYO KULON, KEMIRI, PURWOREJO, JAWA TENGAH",3,136,63,199
2062,https://kawalpemilu.org#32852,"BABAKAN, KARANGPUCUNG, CILACAP, JAWA TENGAH",18,70,69,139
64728,https://kawalpemilu.org#38479,"MARGOYOSO, MARGOYOSO, PATI, JAWA TENGAH",4,132,48,180
94164,https://kawalpemilu.org#40866,"JEMBAYAT, MARGASARI, TEGAL, JAWA TENGAH",20,75,121,196
43899,https://kawalpemilu.org#36644,"KEBONAGUNG, SIDOHARJO, WONOGIRI, JAWA TENGAH",2,151,27,178
55626,https://kawalpemilu.org#37444,"PAHESAN, GODONG, GROBOGAN, JAWA TENGAH",4,147,43,190
77781,https://kawalpemilu.org#39377,"WONOYOSO, PRINGAPUS, SEMARANG, JAWA TENGAH",8,124,24,148
42007,https://kawalpemilu.org#36495,"TLOGOHARJO, GIRITONTRO, WONOGIRI, JAWA TENGAH",3,101,40,141
79645,https://kawalpemilu.org#39553,"KUNDISARI, KEDU, TEMANGGUNG, JAWA TENGAH",3,209,10,219
73857,https://kawalpemilu.org#39053,"KEDONDONG, GAJAH, DEMAK, JAWA TENGAH",14,159,34,193
63901,https://kawalpemilu.org#38404,"SUKOHARJO, MARGOREJO, PATI, JAWA TENGAH",11,155,48,203
50729,https://kawalpemilu.org#37111,"TENGGAK, SIDOHARJO, SRAGEN, JAWA TENGAH",4,125,7,132
65934,https://kawalpemilu.org#38578,"MIJEN, KALIWUNGU, KUDUS, JAWA TENGAH",33,139,61,200
24347,https://kawalpemilu.org#34856,"KALI GLAGAH, LOANO, PURWOREJO, JAWA TENGAH",3,128,29,157
86156,https://kawalpemilu.org#40251,"DENASRI WETAN, BATANG, BATANG, JAWA TENGAH",12,176,29,205
16754,https://kawalpemilu.org#33851,"BANTAR, WANAYASA, BANJARNEGARA, JAWA TENGAH",3,148,83,231
2526,https://kawalpemilu.org#32876,"CIBEUNYING, MAJENANG, CILACAP, JAWA TENGAH",14,162,60,222
84680,https://kawalpemilu.org#40078,"KLUWIH, BANDAR, BATANG, JAWA TENGAH",26,147,18,165
4509,https://kawalpemilu.org#87474,"PEGADINGAN, CIPARI, CILACAP, JAWA TENGAH",5,71,118,189
4079,https://kawalpemilu.org#87462,"PURWASARI, WANAREJA, CILACAP, JAWA TENGAH",1,136,66,202
36089,https://kawalpemilu.org#35968,"SABRANGLOR, TRUCUK, KLATEN, JAWA TENGAH",1,134,32,166
105695,https://kawalpemilu.org#41530,"SANGKRAH, PASAR KLIWON, KOTA SURAKARTA, JAWA TENGAH",5,164,28,192
84516,https://kawalpemilu.org#40061,"BROKOH, WONOTUNGGAL, BATANG, JAWA TENGAH",6,142,81,223
390,https://kawalpemilu.org#32709,"GLEMPANGPASIR, ADIPALA, CILACAP, JAWA TENGAH",1,154,37,191
7289,https://kawalpemilu.org#33080,"GUMELAR KIDUL, TAMBAK, BANYUMAS, JAWA TENGAH",9,107,65,172
44775,https://kawalpemilu.org#36722,"SETREN, SLOGOHIMO, WONOGIRI, JAWA TENGAH",2,110,13,123
52229,https://kawalpemilu.org#37238,"SUMBERJOSARI, KARANGRAYUNG, GROBOGAN, JAWA TENGAH",11,164,16,180
28411,https://kawalpemilu.org#35265,"KETUNGGENG, DUKUN, MAGELANG, JAWA TENGAH",3,66,78,144
91227,https://kawalpemilu.org#40709,"GLANDANG, BANTARBOLANG, PEMALANG, JAWA TENGAH",9,127,25,152
59878,https://kawalpemilu.org#37916,"KARANGMANGU, SARANG, REMBANG, JAWA TENGAH",1,177,43,220
74036,https://kawalpemilu.org#39072,"WONOKETINGAL, KARANGANYAR, DEMAK, JAWA TENGAH",5,143,60,203
100169,https://kawalpemilu.org#41256,"LINGGAPURA, TONJONG, BREBES, JAWA TENGAH",4,60,129,189
100372,https://kawalpemilu.org#41270,"JATIBARANG LOR, JATIBARANG, BREBES, JAWA TENGAH",9,79,101,180
58584,https://kawalpemilu.org#37728,"SEMAWUR, NGAWEN, BLORA, JAWA TENGAH",7,152,46,198
21871,https://kawalpemilu.org#34418,"DUKUHDUNGUS, GRABAG, PURWOREJO, JAWA TENGAH",5,82,68,150
31948,https://kawalpemilu.org#35586,"JERUK, SELO, BOYOLALI, JAWA TENGAH",10,162,8,170
41309,https://kawalpemilu.org#36443,"SANGGUNG, GATAK, SUKOHARJO, JAWA TENGAH",6,209,24,233
17051,https://kawalpemilu.org#33881,"PLORENGAN, KALIBENING, BANJARNEGARA, JAWA TENGAH",11,114,3,117
45361,https://kawalpemilu.org#36772,"JEBLOGAN, KARANGTENGAH, WONOGIRI, JAWA TENGAH",2,186,23,209
22859,https://kawalpemilu.org#34607,"TANJUNGANOM, BANYUURIP, PURWOREJO, JAWA TENGAH",8,81,34,115
111910,https://kawalpemilu.org#41783,"PODOSUGIH, PEKALONGAN BARAT, KOTA PEKALONGAN, JAWA TENGAH",21,126,66,192
73298,https://kawalpemilu.org#39002,"DUKUN, KARANGTENGAH, DEMAK, JAWA TENGAH",2,138,59,197
99591,https://kawalpemilu.org#41230,"PAKUJATI, PAGUYANGAN, BREBES, JAWA TENGAH",2,135,38,173
92001,https://kawalpemilu.org#40745,"SUNGAPAN, PEMALANG, PEMALANG, JAWA TENGAH",4,140,47,187
1569,https://kawalpemilu.org#32826,"LAYANSARI, GANDRUNGMANGU, CILACAP, JAWA TENGAH",23,80,68,148
49573,https://kawalpemilu.org#37050,"BLIMBING, SAMBIREJO, SRAGEN, JAWA TENGAH",11,173,61,234
43615,https://kawalpemilu.org#36627,"MLOKOMANIS KULON, NGADIROJO, WONOGIRI, JAWA TENGAH",10,125,85,210
15083,https://kawalpemilu.org#33677,"GEMURUH, BAWANG, BANJARNEGARA, JAWA TENGAH",10,84,134,218
91300,https://kawalpemilu.org#40718,"PENUSUPAN, RANDUDONGKAL, PEMALANG, JAWA TENGAH",1,91,58,149
94604,https://kawalpemilu.org#40886,"CINTAMANIK, BUMIJAWA, TEGAL, JAWA TENGAH",18,91,59,150
103511,https://kawalpemilu.org#41426,"PAMULIHAN, LARANGAN, BREBES, JAWA TENGAH",30,167,28,195
32831,https://kawalpemilu.org#35658,"TAMBAK, MOJOSONGO, BOYOLALI, JAWA TENGAH",15,180,9,189
12899,https://kawalpemilu.org#33500,"KUTABAWA, KARANGREJA, PURBALINGGA, JAWA TENGAH",18,149,51,200
109177,https://kawalpemilu.org#41665,"PETERONGAN, SEMARANG SELATAN, KOTA SEMARANG, JAWA TENGAH",10,205,16,221
