Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#599,"SEPAKAT, DELENG POKHKISEN, ACEH TENGGARA, ACEH",1,63,122,185
https://kawalpemilu.org#759,"TANOH ANOU, IDI RAYEUK, ACEH TIMUR, ACEH",10,12,168,180
https://kawalpemilu.org#5772,"DALAM, KARANG BARU, ACEH TAMIANG, ACEH",3,0,0,0
https://kawalpemilu.org#4184,"BULU HADEK, TELUK DALAM, SIMEULUE, ACEH",1,82,95,177
https://kawalpemilu.org#379,"PULONAS, BABUSSALAM, ACEH TENGGARA, ACEH",4,29,120,149
https://kawalpemilu.org#2983,"UJONG BAROH, SIMPANG TIGA, PIDIE, ACEH",1,10,193,203
https://kawalpemilu.org#5056,"PAWOH, SUSOH, ACEH BARAT DAYA, ACEH",1,26,237,263
https://kawalpemilu.org#3048,"BLANG DHOT, TANGSE, PIDIE, ACEH",2,27,151,178
https://kawalpemilu.org#3060,"BLANG PANDAK, TANGSE, PIDIE, ACEH",1,10,183,193
https://kawalpemilu.org#5417,"JAMBO MASI, JAYA, ACEH JAYA, ACEH",1,12,248,260
https://kawalpemilu.org#5184,"LUKUP BARU, RIKIT GAIB, GAYO LUES, ACEH",1,82,22,104
https://kawalpemilu.org#331,"LAWE SIGALA BARAT JAYA, LAWE SIGALA-GALA, ACEH TENGGARA, ACEH",1,41,128,169
https://kawalpemilu.org#5036,"PANTON MAKMUR, MANGGENG, ACEH BARAT DAYA, ACEH",1,15,148,163
https://kawalpemilu.org#4451,"ALUE LAMSABA, JEUNIEB, BIREUEN, ACEH",1,1,86,87
https://kawalpemilu.org#5772,"DALAM, KARANG BARU, ACEH TAMIANG, ACEH",12,30,115,145
https://kawalpemilu.org#3919,"MATANG BAYU, BAKTIYA BARAT, ACEH UTARA, ACEH",3,0,0,0
https://kawalpemilu.org#5698,"BUKET PANYANG DUA, MANYAK PAYED, ACEH TAMIANG, ACEH",2,22,132,154
https://kawalpemilu.org#6631,"PONDOK PABRIK, LANGSA LAMA, KOTA LANGSA, ACEH",4,60,157,217
https://kawalpemilu.org#2096,"LAMBARO NEJID, PEUKAN BADA, ACEH BESAR, ACEH",3,14,149,163
https://kawalpemilu.org#2522,"SAGOE, DELIMA, PIDIE, ACEH",1,10,122,132
https://kawalpemilu.org#6528,"MEUNASAH MESJID, MUARA DUA, KOTA LHOKSEUMAWE, ACEH",8,17,208,225
https://kawalpemilu.org#3465,"MEUNASAH ARON, MUARA BATU, ACEH UTARA, ACEH",2,0,0,0
https://kawalpemilu.org#53419,"ANTAPAN, BATURITI, TABANAN, BALI",4,197,18,215
https://kawalpemilu.org#53897,"PANJI, SUKASADA, BULELENG, BALI",20,195,21,216
https://kawalpemilu.org#53791,"JUNGUTAN, BEBANDEM, KARANGASEM, BALI",25,148,12,160
https://kawalpemilu.org#53251,"KALIAKAH, NEGARA, JEMBRANA, BALI",16,199,28,227
https://kawalpemilu.org#53953,"DEPEHE, KUBUTAMBAHAN, BULELENG, BALI",14,188,21,209
