Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#6545,"PUSONG LHOKSEUMAWE, BANDA SAKTI, KOTA LHOKSEUMAWE, ACEH",7,5,222,227
https://kawalpemilu.org#6269,"COT GEUREUFAI, BANDAR DUA, PIDIE JAYA, ACEH",1,9,133,16
https://kawalpemilu.org#6608,"MATANG SEULIMENG, LANGSA BARAT, KOTA LANGSA, ACEH",25,31,177,208
https://kawalpemilu.org#519,"SEMADAM ASAL, SEMADAM, ACEH TENGGARA, ACEH",1,19,206,225
https://kawalpemilu.org#5663,"KUALA TRANG, KUALA PESISIR, NAGAN RAYA, ACEH",6,42,162,204
https://kawalpemilu.org#6672,"LAE MOTONG, PENANGGALAN, KOTA SUBULUSSALAM, ACEH",3,81,95,176
https://kawalpemilu.org#791,"KUTA LAWAH, IDI RAYEUK, ACEH TIMUR, ACEH",1,20,194,214
https://kawalpemilu.org#5977,"BLANG TAMPU, BUKIT, BENER MERIAH, ACEH",1,75,122,197
https://kawalpemilu.org#1526,"SIMPANG, KAWAY XVI, ACEH BARAT, ACEH",1,40,208,248
https://kawalpemilu.org#4635,"ALUE DUA, MAKMUR, BIREUEN, ACEH",1,12,163,175
https://kawalpemilu.org#931328,"LAWE PERBUNGA, BABUL MAKMUR, ACEH TENGGARA, ACEH",2,181,6,187
https://kawalpemilu.org#1120,"BEUSA SEBERANG, PEUREULAK BARAT, ACEH TIMUR, ACEH",3,10,158,168
https://kawalpemilu.org#6585,"PADANG SAKTI, MUARA SATU, KOTA LHOKSEUMAWE, ACEH",4,13,201,214
https://kawalpemilu.org#54,"PAWOH, LABUHAN HAJI, ACEH SELATAN, ACEH",3,24,211,235
https://kawalpemilu.org#6521,"BLANG CRUM, MUARA DUA, KOTA LHOKSEUMAWE, ACEH",1,11,234,245
https://kawalpemilu.org#2401,"LAM UJONG, BAITUSSALAM, ACEH BESAR, ACEH",2,19,186,205
https://kawalpemilu.org#3189,"KUMBANG UNOE, GLUMPANG BARO, PIDIE, ACEH",1,4,191,195
https://kawalpemilu.org#3945,"T. DIBANDA PIRAK, PAYA BAKONG, ACEH UTARA, ACEH",45,16,114,130
https://kawalpemilu.org#6582,"BLANG NALEUNG MAMEH, MUARA SATU, KOTA LHOKSEUMAWE, ACEH",3,12,195,207
https://kawalpemilu.org#1517,"MESJID, KAWAY XVI, ACEH BARAT, ACEH",1,27,230,257
https://kawalpemilu.org#370,"KOTA KUTACANE, BABUSSALAM, ACEH TENGGARA, ACEH",8,24,118,142
https://kawalpemilu.org#5092,"KRUENG BATEE, KUALA BATEE, ACEH BARAT DAYA, ACEH",1,18,224,240
https://kawalpemilu.org#53901,"KAYU PUTIH, SUKASADA, BULELENG, BALI",15,205,4,209
https://kawalpemilu.org#53849,"BANJARASEM, SERIRIT, BULELENG, BALI",10,164,6,170
https://kawalpemilu.org#53588,"SAKTI, NUSA PENIDA, KLUNGKUNG, BALI",13,155,7,162
https://kawalpemilu.org#54006,"PADANGSAMBIAN, DENPASAR BARAT, KOTA DENPASAR, BALI",75,115,47,162
https://kawalpemilu.org#53541,"BAKBAKAN, GIANYAR, GIANYAR, BALI",5,187,5,191
https://kawalpemilu.org#53847,"LOKAPAKSA, SERIRIT, BULELENG, BALI",9,231,8,239
https://kawalpemilu.org#53850,"KALISADA, SERIRIT, BULELENG, BALI",4,225,3,228
https://kawalpemilu.org#53976,"SESETAN, DENPASAR SELATAN, KOTA DENPASAR, BALI",98,145,17,162
https://kawalpemilu.org#53575,"TARO, TEGALALLANG, GIANYAR, BALI",9,242,13,255
https://kawalpemilu.org#53497,"JIMBARAN, KUTA SELATAN, BADUNG, BALI",44,147,13,160
https://kawalpemilu.org#53320,"DALANG, SELEMADEG TIMUR, TABANAN, BALI",1,184,14,198
https://kawalpemilu.org#53502,"KEROBOKAN KELOD, KUTA UTARA, BADUNG, BALI",22,247,7,254
https://kawalpemilu.org#53792,"BUNGAYA KANGIN, BEBANDEM, KARANGASEM, BALI",1,144,9,153
https://kawalpemilu.org#53704,"BATUR SELATAN, KINTAMANI, BANGLI, BALI",4,169,17,186
https://kawalpemilu.org#53881,"BANJAR, BANJAR, BULELENG, BALI",25,187,5,192
https://kawalpemilu.org#53354,"DAJAN PEKEN, TABANAN, TABANAN, BALI",22,155,25,180
https://kawalpemilu.org#53000,"GERENDENG, KARAWACI, KOTA TANGERANG, BANTEN",17,205,0,205
https://kawalpemilu.org#52311,"MATAGARA, TIGARAKSA, TANGERANG, BANTEN",24,74,168,242
https://kawalpemilu.org#52928,"BANDUNG, BANDUNG, SERANG, BANTEN",4,55,162,217
https://kawalpemilu.org#51909,"PASIRLANCAR, SINDANGRESMI, PANDEGLANG, BANTEN",4,63,65,128
https://kawalpemilu.org#51873,"PEJAMBEN, CARITA, PANDEGLANG, BANTEN",10,94,91,185
https://kawalpemilu.org#51922,"KADUJAJAR, MALINGPING, LEBAK, BANTEN",4,160,79,239
https://kawalpemilu.org#52513,"CIRARAB, LEGOK, TANGERANG, BANTEN",14,72,105,177
https://kawalpemilu.org#52318,"CILELES, TIGARAKSA, TANGERANG, BANTEN",17,104,119,223
https://kawalpemilu.org#52324,"JAMBE, JAMBE, TANGERANG, BANTEN",8,84,149,233
https://kawalpemilu.org#52708,"TANARA, TANARA, SERANG, BANTEN",4,109,120,229
https://kawalpemilu.org#52018,"KERTA, BANJARSARI, LEBAK, BANTEN",1,19,124,143
https://kawalpemilu.org#52097,"PASIRKECAPI, MAJA, LEBAK, BANTEN",8,71,131,202
https://kawalpemilu.org#53196,"JELUPANG, SERPONG UTARA, KOTA TANGERANG SELATAN, BANTEN",47,135,95,230
https://kawalpemilu.org#51945,"SUWAKAN, BAYAH, LEBAK, BANTEN",7,44,207,251
https://kawalpemilu.org#52054,"SUDAMANIK, CIMARGA, LEBAK, BANTEN",15,80,51,131
