Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#4062,"RAYEUK JAWA, GEUREDONG PASE, ACEH UTARA, ACEH",8,0,162,162
https://kawalpemilu.org#5672,"ALUE BATA, TADU RAYA, NAGAN RAYA, ACEH",3,33,146,179
https://kawalpemilu.org#3833,"GUNCI, SAWANG, ACEH UTARA, ACEH",6,0,0,0
https://kawalpemilu.org#5804,"SUKA RAMAI SATU, SERUWAY, ACEH TAMIANG, ACEH",1,38,176,214
https://kawalpemilu.org#2319,"BARIH LHOK, KOTA COT GLIE, ACEH BESAR, ACEH",1,23,125,148
https://kawalpemilu.org#5120,"RAMBONG, SETIA, ACEH BARAT DAYA, ACEH",3,17,155,172
https://kawalpemilu.org#4937,"LUENG KULI, PEUSANGAN SELATAN, BIREUEN, ACEH",1,6,154,160
https://kawalpemilu.org#488,"LAWE SAGU, LAWE BULAN, ACEH TENGGARA, ACEH",1,13,117,130
https://kawalpemilu.org#1228,"GEMBOYAH, LINGE, ACEH TENGAH, ACEH",3,88,61,149
https://kawalpemilu.org#5153,"KOTA BLANGKEJEREN, BLANGKEJEREN, GAYO LUES, ACEH",6,28,154,182
https://kawalpemilu.org#3861,"COT EUNTONG, NISAM, ACEH UTARA, ACEH",1,0,0,0
https://kawalpemilu.org#717,"MEUNASAH BLANG, DARUL AMAN, ACEH TIMUR, ACEH",2,26,148,174
https://kawalpemilu.org#5056,"PAWOH, SUSOH, ACEH BARAT DAYA, ACEH",2,29,239,264
https://kawalpemilu.org#3758,"TANJONG MENUANG, TANAH JAMBO AYE, ACEH UTARA, ACEH",3,0,0,0
https://kawalpemilu.org#3475,"MEURIA BLUEK, MEURAH MULIA, ACEH UTARA, ACEH",4,5,119,124
https://kawalpemilu.org#4934,"PULO PANYANG, PEUSANGAN SELATAN, BIREUEN, ACEH",1,12,168,180
https://kawalpemilu.org#2351,"LUBOK BUNI, KUTA MALAKA, ACEH BESAR, ACEH",1,19,150,169
https://kawalpemilu.org#66,"KUTA BULOH I, MEUKEK, ACEH SELATAN, ACEH",1,5,212,217
https://kawalpemilu.org#247,"KEUMUMU SEBERANG, LABUHAN HAJI TIMUR, ACEH SELATAN, ACEH",1,10,172,182
https://kawalpemilu.org#4180,"BABUSSALAM, TELUK DALAM, SIMEULUE, ACEH",1,82,75,157
https://kawalpemilu.org#226,"TUTONG, LABUHAN HAJI BARAT, ACEH SELATAN, ACEH",1,5,198,203
https://kawalpemilu.org#2524,"PANGOE, DELIMA, PIDIE, ACEH",1,11,119,130
https://kawalpemilu.org#53900,"SELAT, SUKASADA, BULELENG, BALI",11,199,15,214
https://kawalpemilu.org#53493,"SULANGAI, PETANG, BADUNG, BALI",13,170,7,177
https://kawalpemilu.org#53966,"BONDALEM, TEJAKULA, BULELENG, BALI",34,145,4,149
https://kawalpemilu.org#53676,"BANGBANG, TEMBUKU, BANGLI, BALI",2,140,2,142
https://kawalpemilu.org#53977,"PANJER, DENPASAR SELATAN, KOTA DENPASAR, BALI",56,185,27,212
https://kawalpemilu.org#53499,"UNGASAN, KUTA SELATAN, BADUNG, BALI",13,134,44,178
https://kawalpemilu.org#53752,"TENGANAN, MANGGIS, KARANGASEM, BALI",6,207,10,217
https://kawalpemilu.org#53342,"BATURITI, KERAMBITAN, TABANAN, BALI",4,202,13,215
https://kawalpemilu.org#53809,"TIANYAR BARAT, KUBU, KARANGASEM, BALI",32,118,5,123
https://kawalpemilu.org#53887,"SUKASADA, SUKASADA, BULELENG, BALI",7,171,41,212
https://kawalpemilu.org#53285,"TUWED, MELAYA, JEMBRANA, BALI",5,213,36,249
https://kawalpemilu.org#53584,"BUAHAN KAJA, PAYANGAN, GIANYAR, BALI",16,252,1,253
https://kawalpemilu.org#54007,"PADANGSAMBIAN KAJA, DENPASAR BARAT, KOTA DENPASAR, BALI",31,171,24,195
https://kawalpemilu.org#53597,"PED, NUSA PENIDA, KLUNGKUNG, BALI",7,123,0,123
https://kawalpemilu.org#53662,"BEBALANG, BANGLI, BANGLI, BALI",19,209,3,212
https://kawalpemilu.org#53951,"TAJUN, KUBUTAMBAHAN, BULELENG, BALI",17,146,7,153
https://kawalpemilu.org#53094,"KEBON DALEM, PURWAKARTA, KOTA CILEGON, BANTEN",1,64,142,206
https://kawalpemilu.org#52738,"TAMBAK, KIBIN, SERANG, BANTEN",23,37,29,66
https://kawalpemilu.org#51818,"KORANJI, CADASARI, PANDEGLANG, BANTEN",7,44,145,189
https://kawalpemilu.org#53204,"PONDOK KACANG BARAT, PONDOK AREN, KOTA TANGERANG SELATAN, BANTEN",11,95,183,278
https://kawalpemilu.org#51905,"PASIRTENJO, SINDANGRESMI, PANDEGLANG, BANTEN",11,53,94,147
https://kawalpemilu.org#52299,"PANGKAT, JAYANTI, TANGERANG, BANTEN",5,83,85,168
https://kawalpemilu.org#52872,"BARUGBUG, PADARINCANG, SERANG, BANTEN",4,64,131,195
https://kawalpemilu.org#52335,"CARINGIN, CISOKA, TANGERANG, BANTEN",27,13,37,50
https://kawalpemilu.org#52944,"SUKASARI, TANGERANG, KOTA TANGERANG, BANTEN",15,27,129,156
https://kawalpemilu.org#53216,"JOMBANG, CIPUTAT, KOTA TANGERANG SELATAN, BANTEN",8,141,88,229
https://kawalpemilu.org#52438,"DADAP, KOSAMBI, TANGERANG, BANTEN",22,86,115,201
https://kawalpemilu.org#52297,"SENTUL JAYA, BALARAJA, TANGERANG, BANTEN",13,76,134,210
https://kawalpemilu.org#53028,"NEROGTOG, PINANG, KOTA TANGERANG, BANTEN",2,55,162,217
https://kawalpemilu.org#52962,"BELENDUNG, BENDA, KOTA TANGERANG, BANTEN",61,58,124,182
https://kawalpemilu.org#52547,"BOJONG NANGKA, KELAPA DUA, TANGERANG, BANTEN",126,146,117,263
https://kawalpemilu.org#52551,"WANAKERTA, SINDANG JAYA, TANGERANG, BANTEN",45,77,103,180
https://kawalpemilu.org#52597,"PEJATEN, KRAMATWATU, SERANG, BANTEN",26,139,30,169
https://kawalpemilu.org#52239,"CIDADAP, CURUG BITUNG, LEBAK, BANTEN",10,52,125,177
https://kawalpemilu.org#52053,"GUNUNGANTEN, CIMARGA, LEBAK, BANTEN",14,48,122,170
https://kawalpemilu.org#51954,"CIPANAS, CIPANAS, LEBAK, BANTEN",6,31,141,172
https://kawalpemilu.org#51596,"CIMANGGU, CIMANGGU, PANDEGLANG, BANTEN",2,112,77,189
https://kawalpemilu.org#52572,"PASANGGRAHAN, SOLEAR, TANGERANG, BANTEN",7,76,99,175
https://kawalpemilu.org#52471,"CURUG KULON, CURUG, TANGERANG, BANTEN",2,71,84,155
https://kawalpemilu.org#53118,"TERONDOL, SERANG, KOTA SERANG, BANTEN",12,81,132,213
https://kawalpemilu.org#52544,"BENCONGAN, KELAPA DUA, TANGERANG, BANTEN",46,92,81,173
https://kawalpemilu.org#52994,"PABUARAN, KARAWACI, KOTA TANGERANG, BANTEN",7,94,131,225
https://kawalpemilu.org#52660,"PELAWAD, CIRUAS, SERANG, BANTEN",19,107,138,245
https://kawalpemilu.org#52984,"SUDIMARA JAYA, CILEDUG, KOTA TANGERANG, BANTEN",37,114,115,229
https://kawalpemilu.org#52917,"LABUAN, MANCAK, SERANG, BANTEN",6,27,136,163
https://kawalpemilu.org#52513,"CIRARAB, LEGOK, TANGERANG, BANTEN",10,66,156,222
https://kawalpemilu.org#52567,"SOLEAR, SOLEAR, TANGERANG, BANTEN",20,63,127,190
https://kawalpemilu.org#52431,"TANJUNG PASIR, TELUKNAGA, TANGERANG, BANTEN",18,76,98,174
https://kawalpemilu.org#51608,"CIBALIUNG, CIBALIUNG, PANDEGLANG, BANTEN",3,123,58,181
https://kawalpemilu.org#52423,"BOJONG RENGED, TELUKNAGA, TANGERANG, BANTEN",33,46,161,207
https://kawalpemilu.org#52832,"RANCASUMUR, KOPO, SERANG, BANTEN",6,122,94,216
https://kawalpemilu.org#52441,"RAWA RENGAS, KOSAMBI, TANGERANG, BANTEN",15,43,143,186
https://kawalpemilu.org#51789,"SUKASARI, KADUHEJO, PANDEGLANG, BANTEN",16,32,131,163
https://kawalpemilu.org#51895,"KADUBELANG, MEKARJAYA, PANDEGLANG, BANTEN",3,67,70,137
https://kawalpemilu.org#52976,"PORIS PLAWAD UTARA, CIPONDOH, KOTA TANGERANG, BANTEN",8,88,170,258
https://kawalpemilu.org#52112,"PABUARAN, RANGKASBITUNG, LEBAK, BANTEN",1,35,195,230
https://kawalpemilu.org#52398,"SUKATANI, RAJEG, TANGERANG, BANTEN",58,100,180,280
https://kawalpemilu.org#52422,"TELUKNAGA, TELUKNAGA, TANGERANG, BANTEN",4,99,149,248
https://kawalpemilu.org#22308,"SAWAH LEBAR BARU, RATU AGUNG, KOTA BENGKULU, BENGKULU",22,74,111,185
https://kawalpemilu.org#22190,"PASAR UJUNG, KEPAHIANG, KEPAHIANG, BENGKULU",16,55,149,204
https://kawalpemilu.org#21635,"TALANG MARAP, KELAM TENGAH, KAUR, BENGKULU",2,96,110,206
https://kawalpemilu.org#20846,"PONDOK KELAPA, PONDOK KELAPA, BENGKULU TENGAH, BENGKULU",4,111,78,189
https://kawalpemilu.org#22254,"SUKARAMI, SELEBAR, KOTA BENGKULU, BENGKULU",1,83,172,255
https://kawalpemilu.org#21411,"AIR SEBAYUR, PINANG RAYA, BENGKULU UTARA, BENGKULU",5,50,70,120
https://kawalpemilu.org#22191,"DUSUN KEPAHIANG, KEPAHIANG, KEPAHIANG, BENGKULU",9,58,65,125
https://kawalpemilu.org#21530,"SIMPANG TIGA, KAUR UTARA, KAUR, BENGKULU",2,140,98,238
https://kawalpemilu.org#42303,"PONDOKREJO, TEMPEL, SLEMAN, DAERAH ISTIMEWA YOGYAKARTA",16,143,83,226
https://kawalpemilu.org#42269,"SUMBERHARJO, PRAMBANAN, SLEMAN, DAERAH ISTIMEWA YOGYAKARTA",3,97,67,164
