Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#6532,"PAYA PUNTEUET, MUARA DUA, KOTA LHOKSEUMAWE, ACEH",3,11,210,221
https://kawalpemilu.org#3635,"BIE, SYAMTALIRA BAYU, ACEH UTARA, ACEH",18,10,185,195
https://kawalpemilu.org#1532,"PASI JEUMPA, KAWAY XVI, ACEH BARAT, ACEH",1,10,125,135
https://kawalpemilu.org#4118,"PANTON LAWE, SALANG, SIMEULUE, ACEH",1,104,151,255
https://kawalpemilu.org#3846,"MEUNASAH MEUCAT, NISAM, ACEH UTARA, ACEH",48,11,183,194
https://kawalpemilu.org#5583,"BABAH LUENG, TRIPA MAKMUR, NAGAN RAYA, ACEH",2,7,122,129
https://kawalpemilu.org#5703,"MESJID, MANYAK PAYED, ACEH TAMIANG, ACEH",1,30,150,180
https://kawalpemilu.org#2794,"KUMBANG GOGO, PADANG TIJI, PIDIE, ACEH",1,28,152,180
https://kawalpemilu.org#4243,"LIPAT KAJANG, SIMPANG KANAN, ACEH SINGKIL, ACEH",4,2,227,229
https://kawalpemilu.org#6534,"MEUNASAH MANYANG, MUARA DUA, KOTA LHOKSEUMAWE, ACEH",2,14,211,225
https://kawalpemilu.org#929323,"DASAN RAJA, PENANGGALAN, KOTA SUBULUSSALAM, ACEH",1,35,161,196
https://kawalpemilu.org#414,"TANOH MEGAKHE, BADAR, ACEH TENGGARA, ACEH",2,48,92,140
https://kawalpemilu.org#990,"PAYA DEMAM SA, PANTE BIDARI, ACEH TIMUR, ACEH",6,9,120,129
https://kawalpemilu.org#6583,"BATUPHAT TIMUR, MUARA SATU, KOTA LHOKSEUMAWE, ACEH",7,26,170,196
https://kawalpemilu.org#3750,"TEUPIN GAJAH, TANAH JAMBO AYE, ACEH UTARA, ACEH",25,3,165,168
https://kawalpemilu.org#4115,"NASREUHE, SALANG, SIMEULUE, ACEH",2,59,153,212
https://kawalpemilu.org#3119,"BLANGONG BASAH, MUTIARA TIMUR, PIDIE, ACEH",1,29,127,156
https://kawalpemilu.org#4820,"BLANG TAMBUE, SIMPANG MAMPLAM, BIREUEN, ACEH",3,21,162,183
https://kawalpemilu.org#2927,"PAYA LINTEUENG, PIDIE, PIDIE, ACEH",1,3,173,176
https://kawalpemilu.org#4050,"MATANG KEH, PIRAK TIMUR, ACEH UTARA, ACEH",21,35,169,204
https://kawalpemilu.org#5846,"ALUR TANI I, TAMIANG HULU, ACEH TAMIANG, ACEH",2,15,205,220
https://kawalpemilu.org#1861,"LAM ATEUK, LHOKNGA, ACEH BESAR, ACEH",2,12,150,162
https://kawalpemilu.org#5856,"BENUA RAJA, RANTAU, ACEH TAMIANG, ACEH",1,34,203,237
https://kawalpemilu.org#2528,"BANGKEH, GEUMPANG, PIDIE, ACEH",5,22,175,197
https://kawalpemilu.org#1046,"PAYA AWEE, IDI TUNONG, ACEH TIMUR, ACEH",2,15,125,140
https://kawalpemilu.org#6608,"MATANG SEULIMENG, LANGSA BARAT, KOTA LANGSA, ACEH",17,9,185,194
https://kawalpemilu.org#6555,"HAGU BARAT LAUT, BANDA SAKTI, KOTA LHOKSEUMAWE, ACEH",5,9,206,215
https://kawalpemilu.org#5782,"PAYA TAMPAH, KARANG BARU, ACEH TAMIANG, ACEH",1,3,161,164
https://kawalpemilu.org#3868,"COT GIREK, COT GIREK, ACEH UTARA, ACEH",5,8,153,161
https://kawalpemilu.org#6618,"GAMPONG TEUNGOH, LANGSA KOTA, KOTA LANGSA, ACEH",4,14,167,181
https://kawalpemilu.org#5942,"LAMPAHAN BARAT, TIMANG GAJAH, BENER MERIAH, ACEH",2,74,109,183
https://kawalpemilu.org#1983,"LAM PISANG TEUNGOH, SEULIMEUM, ACEH BESAR, ACEH",1,14,185,199
https://kawalpemilu.org#4504,"PAYA TIMU, PEUDADA, BIREUEN, ACEH",2,12,160,172
