Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#6370,"SAGOE, TRIENGGADENG, PIDIE JAYA, ACEH",3,6,170,176
https://kawalpemilu.org#3291,"LHOK JOK, KUTA MAKMUR, ACEH UTARA, ACEH",12,24,146,170
https://kawalpemilu.org#3084,"SAGOE, KEUMALA, PIDIE, ACEH",1,14,212,226
https://kawalpemilu.org#4349,"SINGKOHOR, SINGKOHOR, ACEH SINGKIL, ACEH",2,92,153,245
https://kawalpemilu.org#1113,"ALUE BU ALUE NIREH, PEUREULAK TIMUR, ACEH TIMUR, ACEH",1,21,58,79
https://kawalpemilu.org#4409,"GLUMPANG PAYONG, SAMALANGA, BIREUEN, ACEH",1,17,131,148
https://kawalpemilu.org#6174,"MANYANG CUT, MEUREUDU, PIDIE JAYA, ACEH",2,6,193,199
https://kawalpemilu.org#2457,"PULO TUKOK, BATEE, PIDIE, ACEH",2,22,123,145
https://kawalpemilu.org#2342,"LAMBARO SAMAHANI, KUTA MALAKA, ACEH BESAR, ACEH",1,11,239,250
https://kawalpemilu.org#251,"SEUNEUBOK KEURANJI, KOTA BAHAGIA, ACEH SELATAN, ACEH",2,16,107,123
https://kawalpemilu.org#1120,"BEUSA SEBERANG, PEUREULAK BARAT, ACEH TIMUR, ACEH",2,17,139,156
https://kawalpemilu.org#6621,"PB. BLANG PASE, LANGSA KOTA, KOTA LANGSA, ACEH",4,38,153,191
https://kawalpemilu.org#1688,"RIMBA LANGGEH, ARONGAN LAMBALEK, ACEH BARAT, ACEH",1,11,135,146
https://kawalpemilu.org#3267,"TAMBON TUNONG, DEWANTARA, ACEH UTARA, ACEH",5,0,0,0
https://kawalpemilu.org#3243,"GLUMPANG SAMLAKOE, BAKTIYA, ACEH UTARA, ACEH",102,11,139,150
https://kawalpemilu.org#5856,"BENUA RAJA, RANTAU, ACEH TAMIANG, ACEH",5,36,138,174
https://kawalpemilu.org#2257,"LAMBITRA, DARUSSALAM, ACEH BESAR, ACEH",1,13,120,133
https://kawalpemilu.org#5849,"KALOY, TAMIANG HULU, ACEH TAMIANG, ACEH",6,46,85,131
https://kawalpemilu.org#3176,"MANYANG, GLUMPANG BARO, PIDIE, ACEH",1,1,169,170
https://kawalpemilu.org#1792,"BUKET MEUGAJAH, WOYLA TIMUR, ACEH BARAT, ACEH",1,17,135,152
https://kawalpemilu.org#3986,"KEUDE NIBONG, NIBONG, ACEH UTARA, ACEH",1,3,91,94
https://kawalpemilu.org#2282,"LAMTAMOT, LEMBAH SEULAWAH, ACEH BESAR, ACEH",4,32,183,215
https://kawalpemilu.org#6604,"SUKAREJO, LANGSA TIMUR, KOTA LANGSA, ACEH",5,15,209,224
https://kawalpemilu.org#5662,"KUBANG GAJAH, KUALA PESISIR, NAGAN RAYA, ACEH",2,19,158,177
https://kawalpemilu.org#697,"ALUE MERBO, DARUL AMAN, ACEH TIMUR, ACEH",2,16,115,131
https://kawalpemilu.org#3039,"NUBOK BADEUK, TANGSE, PIDIE, ACEH",3,17,123,140
https://kawalpemilu.org#2286,"PAYA KEUREULEH, LEMBAH SEULAWAH, ACEH BESAR, ACEH",1,39,111,150
https://kawalpemilu.org#4027,"GEULANGGANG BARO, LAPANG, ACEH UTARA, ACEH",10,7,183,190
https://kawalpemilu.org#36,"KEDAI RUNDING, KLUET SELATAN, ACEH SELATAN, ACEH",4,22,210,232
https://kawalpemilu.org#489,"PEKHAPAT TIMUR, LAWE BULAN, ACEH TENGGARA, ACEH",1,55,187,242
https://kawalpemilu.org#88100,"GEGARANG, JAGONG JEGET, ACEH TENGAH, ACEH",1,127,108,235
https://kawalpemilu.org#1145,"SEUNEUBOK ACEH, SUNGAI RAYA, ACEH TIMUR, ACEH",3,4,98,102
https://kawalpemilu.org#1498,"UJONG BAROH, JOHAN PAHWALAN, ACEH BARAT, ACEH",6,44,129,173
https://kawalpemilu.org#3999,"MADDI, NIBONG, ACEH UTARA, ACEH",1,7,124,131
https://kawalpemilu.org#2823,"CEMPALA KUNENG, PEUKAN BARO, PIDIE, ACEH",2,11,191,202
https://kawalpemilu.org#6514,"GAMPONG COT BA' U, SUKAJAYA, KOTA SABANG, ACEH",20,7,88,95
https://kawalpemilu.org#3868,"COT GIREK, COT GIREK, ACEH UTARA, ACEH",18,25,146,2
https://kawalpemilu.org#1662,"KUTA PADANG, BUBON, ACEH BARAT, ACEH",1,20,216,236
https://kawalpemilu.org#707,"BAGOK PANAH SA, DARUL AMAN, ACEH TIMUR, ACEH",2,8,161,169
https://kawalpemilu.org#3323,"COT U SIBAK, LHOKSUKON, ACEH UTARA, ACEH",56,21,109,130
https://kawalpemilu.org#2700,"KRUENG LALA, MILA, PIDIE, ACEH",1,15,165,180
https://kawalpemilu.org#6187,"POHROH, MEUREUDU, PIDIE JAYA, ACEH",1,11,123,134
https://kawalpemilu.org#172,"SEUNEUBOK, PASIE RAJA, ACEH SELATAN, ACEH",2,16,175,191
https://kawalpemilu.org#53828,"CELUKANBAWANG, GEROKGAK, BULELENG, BALI",4,206,33,239
https://kawalpemilu.org#53499,"UNGASAN, KUTA SELATAN, BADUNG, BALI",29,195,55,250
https://kawalpemilu.org#53849,"BANJARASEM, SERIRIT, BULELENG, BALI",1,192,8,200
https://kawalpemilu.org#53910,"BANYUNING, BULELENG, BULELENG, BALI",42,156,23,179
https://kawalpemilu.org#53287,"MANISTUTU, MELAYA, JEMBRANA, BALI",15,195,45,240
https://kawalpemilu.org#53734,"PESABAN, RENDANG, KARANGASEM, BALI",6,172,4,176
https://kawalpemilu.org#53245,"BANJAR TENGAH, NEGARA, JEMBRANA, BALI",6,197,18,215
https://kawalpemilu.org#53351,"BONGAN, TABANAN, TABANAN, BALI",10,229,16,245
https://kawalpemilu.org#54016,"DANGIN PURI KAJA, DENPASAR UTARA, KOTA DENPASAR, BALI",38,140,8,148
https://kawalpemilu.org#53582,"KERTA, PAYANGAN, GIANYAR, BALI",11,236,10,246
https://kawalpemilu.org#53915,"KALIUNTU, BULELENG, BULELENG, BALI",3,182,7,189
https://kawalpemilu.org#53834,"RINGDIKIT, SERIRIT, BULELENG, BALI",5,146,8,154
https://kawalpemilu.org#53529,"BEDULU, BLAHBATUH, GIANYAR, BALI",10,244,2,246
https://kawalpemilu.org#53336,"BELUMBANG, KERAMBITAN, TABANAN, BALI",1,276,9,285
https://kawalpemilu.org#53371,"PANDAK GEDE, KEDIRI, TABANAN, BALI",5,166,5,171
https://kawalpemilu.org#53863,"BUSUNGBIU, BUSUNG BIU, BULELENG, BALI",18,218,14,232
https://kawalpemilu.org#53817,"PEJARAKAN, GEROKGAK, BULELENG, BALI",2,201,9,210
https://kawalpemilu.org#53543,"SUWAT, GIANYAR, GIANYAR, BALI",1,174,3,177
https://kawalpemilu.org#53703,"SONGAN B, KINTAMANI, BANGLI, BALI",20,186,40,226
https://kawalpemilu.org#53733,"PEMPATAN, RENDANG, KARANGASEM, BALI",27,172,24,196
https://kawalpemilu.org#53750,"MANGGIS, MANGGIS, KARANGASEM, BALI",12,190,8,198
https://kawalpemilu.org#53937,"SUDAJI, SAWAN, BULELENG, BALI",23,154,7,161
https://kawalpemilu.org#53252,"BERANGBANG, NEGARA, JEMBRANA, BALI",19,218,9,227
https://kawalpemilu.org#53928,"ALASANGKER, BULELENG, BULELENG, BALI",13,177,13,190
https://kawalpemilu.org#53507,"DALUNG, KUTA UTARA, BADUNG, BALI",37,195,32,227
https://kawalpemilu.org#53921,"ANTURAN, BULELENG, BULELENG, BALI",16,158,25,183
https://kawalpemilu.org#53949,"PAKISAN, KUBUTAMBAHAN, BULELENG, BALI",5,117,5,122
https://kawalpemilu.org#54007,"PADANGSAMBIAN KAJA, DENPASAR BARAT, KOTA DENPASAR, BALI",38,222,17,239
https://kawalpemilu.org#53287,"MANISTUTU, MELAYA, JEMBRANA, BALI",2,193,50,243
https://kawalpemilu.org#53900,"SELAT, SUKASADA, BULELENG, BALI",10,162,4,166
https://kawalpemilu.org#53545,"SERONGGA, GIANYAR, GIANYAR, BALI",7,194,20,214
https://kawalpemilu.org#52196,"CIBARENO, CILOGRANG, LEBAK, BANTEN",6,51,147,198
https://kawalpemilu.org#53217,"CIPAYUNG, CIPUTAT, KOTA TANGERANG SELATAN, BANTEN",32,139,120,259
https://kawalpemilu.org#53040,"PONDOK BAHAR, KARANG TENGAH, KOTA TANGERANG, BANTEN",29,96,88,184
https://kawalpemilu.org#52975,"PORIS PLAWAD, CIPONDOH, KOTA TANGERANG, BANTEN",8,41,135,176
https://kawalpemilu.org#52313,"PETE, TIGARAKSA, TANGERANG, BANTEN",12,26,148,174
https://kawalpemilu.org#51696,"RANCATEUREUP, LABUAN, PANDEGLANG, BANTEN",3,69,120,189
https://kawalpemilu.org#53161,"BANJAR AGUNG, CIPOCOK JAYA, KOTA SERANG, BANTEN",28,58,176,234
https://kawalpemilu.org#51657,"PANACARAN, MUNJUL, PANDEGLANG, BANTEN",10,34,95,129
https://kawalpemilu.org#52370,"TEGAL KUNIR KIDUL, MAUK, TANGERANG, BANTEN",11,41,178,219
https://kawalpemilu.org#52699,"LONTAR, TIRTAYASA, SERANG, BANTEN",1,85,81,166
https://kawalpemilu.org#51703,"SUKAMAJU, LABUAN, PANDEGLANG, BANTEN",9,47,121,168
https://kawalpemilu.org#53227,"BENDA BARU, PAMULANG, KOTA TANGERANG SELATAN, BANTEN",83,137,76,213
https://kawalpemilu.org#52942,"CIKOKOL, TANGERANG, KOTA TANGERANG, BANTEN",31,88,170,258
https://kawalpemilu.org#52948,"JATAKE, JATIUWUNG, KOTA TANGERANG, BANTEN",14,31,94,125
https://kawalpemilu.org#51761,"KURUNGKAMBING, MANDALAWANGI, PANDEGLANG, BANTEN",5,46,148,194
https://kawalpemilu.org#52293,"SENTUL, BALARAJA, TANGERANG, BANTEN",21,39,119,158
https://kawalpemilu.org#53114,"UNYUR, SERANG, KOTA SERANG, BANTEN",90,87,150,237
https://kawalpemilu.org#52392,"PEKAYON, SUKADIRI, TANGERANG, BANTEN",14,38,100,138
