Link KawalPemilu,Nama Kelurahan,Nomor TPS,Suara 01,Suara 02,Suara Sah
https://kawalpemilu.org#941,"TEUPIN MAMPLAM, SIMPANG ULIM, ACEH TIMUR, ACEH",2,9,134,143
https://kawalpemilu.org#4922,"PANTE KARYA, PEUSANGAN SIBLAH KRUENG, BIREUEN, ACEH",1,21,111,132
https://kawalpemilu.org#2380,"LAMKUNYET, DARUL KAMAL, ACEH BESAR, ACEH",2,3,138,141
https://kawalpemilu.org#3209,"PUCOK ALUE, BAKTIYA, ACEH UTARA, ACEH",39,2,184,186
https://kawalpemilu.org#6468,"LAMLAGANG, BANDA RAYA, KOTA BANDA ACEH, ACEH",5,30,169,199
https://kawalpemilu.org#1513,"LEUHAN, JOHAN PAHWALAN, ACEH BARAT, ACEH",1,19,209,228
https://kawalpemilu.org#3262,"BABUSSALAM, BAKTIYA, ACEH UTARA, ACEH",1,0,0,0
https://kawalpemilu.org#1956,"BAYU, SEULIMEUM, ACEH BESAR, ACEH",1,18,241,259
https://kawalpemilu.org#944,"PUCOK ALUE BARAT, SIMPANG ULIM, ACEH TIMUR, ACEH",2,14,129,143
https://kawalpemilu.org#2393,"KAJHU, BAITUSSALAM, ACEH BESAR, ACEH",5,30,223,253
https://kawalpemilu.org#6067,"PONDOK BARU, BANDAR, BENER MERIAH, ACEH",1,45,150,195
https://kawalpemilu.org#1500,"DRIEN RAMPAK, JOHAN PAHWALAN, ACEH BARAT, ACEH",11,30,182,212
https://kawalpemilu.org#6348,"MNS PARU KEUDE, BANDAR BARU, PIDIE JAYA, ACEH",1,17,187,204
https://kawalpemilu.org#5943,"LAMPAHAN TIMUR, TIMANG GAJAH, BENER MERIAH, ACEH",3,29,128,157
https://kawalpemilu.org#6489,"LAMTEH, ULEE KARENG, KOTA BANDA ACEH, ACEH",1,25,179,204
https://kawalpemilu.org#6321,"MNS. BEURANDEH, BANDAR BARU, PIDIE JAYA, ACEH",1,3,159,162
https://kawalpemilu.org#6224,"BLANG RHEUE, ULIM, PIDIE JAYA, ACEH",1,2,95,97
https://kawalpemilu.org#3429,"SIREN, MATANGKULI, ACEH UTARA, ACEH",1,0,0,0
https://kawalpemilu.org#1373,"KUALA I, BINTANG, ACEH TENGAH, ACEH",1,77,93,170
https://kawalpemilu.org#147,"AIR PINANG, TAPAKTUAN, ACEH SELATAN, ACEH",3,20,208,228
https://kawalpemilu.org#3146,"JIEM, MUTIARA TIMUR, PIDIE, ACEH",1,10,161,171
https://kawalpemilu.org#5238,"CINTA MAJU, BLANGPEGAYON, GAYO LUES, ACEH",2,18,149,167
https://kawalpemilu.org#53779,"CULIK, ABANG, KARANGASEM, BALI",9,153,5,158
https://kawalpemilu.org#53820,"BANYUPOH, GEROKGAK, BULELENG, BALI",8,233,10,243
https://kawalpemilu.org#54009,"TONJA, DENPASAR UTARA, KOTA DENPASAR, BALI",4,243,8,251
https://kawalpemilu.org#53706,"BATUR UTARA, KINTAMANI, BANGLI, BALI",6,187,12,199
https://kawalpemilu.org#53642,"GUNAKSA, DAWAN, KLUNGKUNG, BALI",11,197,18,215
https://kawalpemilu.org#53635,"TEGAK, KLUNGKUNG, KLUNGKUNG, BALI",11,192,20,212
https://kawalpemilu.org#53992,"KESIMAN KERTALANGU, DENPASAR TIMUR, KOTA DENPASAR, BALI",10,196,10,206
https://kawalpemilu.org#54017,"PEMECUTAN KAJA, DENPASAR UTARA, KOTA DENPASAR, BALI",71,212,4,216
https://kawalpemilu.org#53975,"PEDUNGAN, DENPASAR SELATAN, KOTA DENPASAR, BALI",31,218,14,232
https://kawalpemilu.org#53983,"SANUR KAUH, DENPASAR SELATAN, KOTA DENPASAR, BALI",20,230,13,243
https://kawalpemilu.org#53504,"KEROBOKAN KAJA, KUTA UTARA, BADUNG, BALI",38,252,24,276
https://kawalpemilu.org#53287,"MANISTUTU, MELAYA, JEMBRANA, BALI",5,227,26,253
https://kawalpemilu.org#53380,"PEKEN BELAYU, MARGA, TABANAN, BALI",2,230,0,230
https://kawalpemilu.org#84993,"BENGKEL SARI, SELEMADEG BARAT, TABANAN, BALI",3,141,7,148
https://kawalpemilu.org#53260,"PERGUNG, MENDOYO, JEMBRANA, BALI",14,148,7,155
https://kawalpemilu.org#53420,"CANDIKUNING, BATURITI, TABANAN, BALI",5,262,1,263
https://kawalpemilu.org#52474,"CURUG WETAN, CURUG, TANGERANG, BANTEN",13,60,165,225
https://kawalpemilu.org#53158,"CIPOCOK JAYA, CIPOCOK JAYA, KOTA SERANG, BANTEN",32,44,131,175
https://kawalpemilu.org#53022,"MEKARSARI, NEGLASARI, KOTA TANGERANG, BANTEN",18,231,4,235
https://kawalpemilu.org#53020,"SELAPAJANG JAYA, NEGLASARI, KOTA TANGERANG, BANTEN",32,192,39,231
https://kawalpemilu.org#52050,"BANJARSARI, CILELES, LEBAK, BANTEN",2,76,91,167
https://kawalpemilu.org#53097,"PABEAN, PURWAKARTA, KOTA CILEGON, BANTEN",4,36,169,205
https://kawalpemilu.org#53181,"CIATER, SERPONG, KOTA TANGERANG SELATAN, BANTEN",25,142,108,250
https://kawalpemilu.org#53046,"LARANGAN UTARA, LARANGAN, KOTA TANGERANG, BANTEN",35,83,119,202
https://kawalpemilu.org#52554,"SINDANGPANON, SINDANG JAYA, TANGERANG, BANTEN",16,63,184,247
https://kawalpemilu.org#53162,"BANJAR SARI, CIPOCOK JAYA, KOTA SERANG, BANTEN",1,65,158,223
https://kawalpemilu.org#52014,"BOJONGKONENG, GUNUNGKENCANA, LEBAK, BANTEN",1,52,134,186
https://kawalpemilu.org#53219,"CEMPAKA PUTIH, CIPUTAT TIMUR, KOTA TANGERANG SELATAN, BANTEN",66,139,112,251
https://kawalpemilu.org#52218,"KARANGPAMINDANGAN, WANASALAM, LEBAK, BANTEN",2,79,92,171
https://kawalpemilu.org#53215,"SERUA INDAH, CIPUTAT, KOTA TANGERANG SELATAN, BANTEN",16,99,126,225
https://kawalpemilu.org#53197,"LENGKONG KARYA, SERPONG UTARA, KOTA TANGERANG SELATAN, BANTEN",13,111,132,243
https://kawalpemilu.org#53076,"KUBANGSARI, CIWANDAN, KOTA CILEGON, BANTEN",13,24,215,239
https://kawalpemilu.org#52962,"BELENDUNG, BENDA, KOTA TANGERANG, BANTEN",27,59,121,180
https://kawalpemilu.org#52950,"GANDASARI, JATIUWUNG, KOTA TANGERANG, BANTEN",7,88,127,215
https://kawalpemilu.org#51810,"BABAKAN KALANGANYAR, PANDEGLANG, PANDEGLANG, BANTEN",12,91,54,145
https://kawalpemilu.org#52994,"PABUARAN, KARAWACI, KOTA TANGERANG, BANTEN",7,94,131,225
https://kawalpemilu.org#52611,"WARINGINKURUNG, WARINGINKURUNG, SERANG, BANTEN",4,70,147,217
https://kawalpemilu.org#52168,"MEKAR AGUNG, CIBADAK, LEBAK, BANTEN",8,51,123,174
https://kawalpemilu.org#89647,"GROGOL INDAH, ANYAR, SERANG, BANTEN",2,86,180,266
https://kawalpemilu.org#52985,"SUDIMARA SELATAN, CILEDUG, KOTA TANGERANG, BANTEN",46,198,76,274
https://kawalpemilu.org#52448,"PAKU ALAM, PAKUHAJI, TANGERANG, BANTEN",6,44,100,144
https://kawalpemilu.org#52914,"WARINGIN, MANCAK, SERANG, BANTEN",1,36,108,144
https://kawalpemilu.org#52972,"KENANGA, CIPONDOH, KOTA TANGERANG, BANTEN",9,62,118,180
https://kawalpemilu.org#52248,"CIKATAPIS, KALANGANYAR, LEBAK, BANTEN",2,41,171,212
https://kawalpemilu.org#52468,"MEKAR JAYA, SEPATAN, TANGERANG, BANTEN",6,41,153,194
https://kawalpemilu.org#53026,"PINANG, PINANG, KOTA TANGERANG, BANTEN",29,79,107,186
https://kawalpemilu.org#53185,"LENGKONG WETAN, SERPONG, KOTA TANGERANG SELATAN, BANTEN",26,70,154,224
https://kawalpemilu.org#52893,"BANTAR WARU, CINANGKA, SERANG, BANTEN",14,15,55,70
https://kawalpemilu.org#52295,"SUKAMURNI, BALARAJA, TANGERANG, BANTEN",5,61,156,217
https://kawalpemilu.org#51641,"CITEUREUP, PANIMBANG, PANDEGLANG, BANTEN",12,94,90,184
https://kawalpemilu.org#52094,"SINDANGMULYA, MAJA, LEBAK, BANTEN",13,64,149,213
https://kawalpemilu.org#51759,"CIKONENG, MANDALAWANGI, PANDEGLANG, BANTEN",7,76,97,173
https://kawalpemilu.org#52546,"PAKULONAN BARAT, KELAPA DUA, TANGERANG, BANTEN",37,203,5,208
https://kawalpemilu.org#52668,"SENTUL, KRAGILAN, SERANG, BANTEN",12,63,163,226
https://kawalpemilu.org#52684,"KUBANG PUJI, PONTANG, SERANG, BANTEN",1,59,158,217
https://kawalpemilu.org#52410,"MEKARSARI, RAJEG, TANGERANG, BANTEN",1,86,112,198
https://kawalpemilu.org#53236,"SETU, SETU, KOTA TANGERANG SELATAN, BANTEN",21,126,171,297
https://kawalpemilu.org#52056,"CIMARGA, CIMARGA, LEBAK, BANTEN",12,48,75,123
https://kawalpemilu.org#21770,"PADANG PERI, SEMIDANG ALAS MARAS, SELUMA, BENGKULU",3,125,67,192
https://kawalpemilu.org#22191,"DUSUN KEPAHIANG, KEPAHIANG, KEPAHIANG, BENGKULU",8,93,109,202
https://kawalpemilu.org#21195,"KAMPUNG DELIMA, CURUP TIMUR, REJANG LEBONG, BENGKULU",4,107,115,222
https://kawalpemilu.org#20909,"RINDU HATI, TABA PENANJUNG, BENGKULU TENGAH, BENGKULU",1,87,101,188
https://kawalpemilu.org#21460,"LUBUK BALAM, AIR BESI, BENGKULU UTARA, BENGKULU",4,28,126,154
https://kawalpemilu.org#22137,"KEBAN AGUNG, BERMANI ILIR, KEPAHIANG, BENGKULU",2,48,72,120
https://kawalpemilu.org#84724,"TANJUNG DALAM, ULOK KUPAI, BENGKULU UTARA, BENGKULU",6,169,55,224
https://kawalpemilu.org#22299,"SUMBER JAYA, KAMPUNG MELAYU, KOTA BENGKULU, BENGKULU",10,112,31,143
https://kawalpemilu.org#42066,"BALEHARJO, WONOSARI, GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA",4,155,40,195
https://kawalpemilu.org#42140,"NGIPAK, KARANGMOJO, GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA",6,150,75,225
https://kawalpemilu.org#42010,"SRIHARJO, IMOGIRI, BANTUL, DAERAH ISTIMEWA YOGYAKARTA",18,122,52,174
https://kawalpemilu.org#42297,"PANDOWOHARJO, SLEMAN, SLEMAN, DAERAH ISTIMEWA YOGYAKARTA",3,153,62,215
https://kawalpemilu.org#42125,"SUMBERWUNGU, TEPUS, GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA",6,74,55,129
